entered,weeks_in_top_10,title,artist,peak,peak_reached,weeks_at_peak,id,duration_ms,explicit,popularity,tempo,title_words,vocals_start,year,album,preview_url,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,time_signature,valence,artwork
23-Mar-91,8,The One and Only,Chesney Hawkes,1,30-Mar-91,5,69Tyiih00ZZKboHFnXp0VF,223666,FALSE,63,119.956,4,6200,1991,buddy's song,https://p.scdn.co/mp3-preview/8f35af9993a3adb8195b962b7916fa2ac4c5b54d?cid=8b56eb9fa3db453f9b0089feea311c1b,0.357,0.681,0.697,0,4,0.388,-11.063,1,0.0327,4,0.775,https://i.scdn.co/image/ab67616d00001e02d00f479c0303abc35b6aab22
26-Jul-61,12,You Don't Know,Helen Shapiro,1,16-Aug-61,3,7whWyCFOIKTCDmwx3wtLGo,160813,FALSE,40,109.23,3,260,1961,helen shapiro,https://p.scdn.co/mp3-preview/0ddcf4eaed687c1516a68c5145aa6541dcbe57eb?cid=8b56eb9fa3db453f9b0089feea311c1b,0.481,0.433,0.511,0,9,0.286,-7.845,0,0.0293,4,0.677,https://i.scdn.co/image/ab67616d00001e02b41736773754754739a1887d
24-Jun-69,8,In the Ghetto,Elvis Presley,2,08-Jul-69,3,7KWoeBqSdZHEloYKVxssfG,167413,FALSE,66,88.916,3,5100,1969,from elvis in memphis,https://p.scdn.co/mp3-preview/126d53f28cc5a0da9527e58ecd61d3a8b77ecd37?cid=8b56eb9fa3db453f9b0089feea311c1b,0.716,0.404,0.266,0.133,10,0.107,-16.688,1,0.0334,4,0.491,https://i.scdn.co/image/ab67616d00001e02fdc0aa7765f3197ac9179ec7
25-Dec-82,8,You Can't Hurry Love,Phil Collins,1,15-Jan-83,2,4YwbSZaYeYja8Umyt222Qf,175746,FALSE,78,97.527,4,6800,1982,"hello, i must be going! (deluxe edition)",https://p.scdn.co/mp3-preview/cddedd4dd7339f938daad2355c166f0816ee9271?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0261,0.62,0.936,0,7,0.0679,-4.593,1,0.0308,4,0.763,https://i.scdn.co/image/ab67616d00001e02ab0a92e5cd20c2224c44a8a6
07-Nov-87,6,Got My Mind Set on You,George Harrison,2,14-Nov-87,4,3OeUlriM0EZHdWleJtjoVr,234653,FALSE,73,149.206,6,5300,1987,cloud nine,,0.465,0.767,0.854,2.03E-06,4,0.485,-6.947,1,0.0426,4,0.963,https://i.scdn.co/image/ab67616d00001e027b13e5323813ed4c441100ff
21-Oct-78,8,Rat Trap,The Boomtown Rats,1,18-Nov-78,2,1id02aKCKGGxZnwjwrR5Ij,310773,FALSE,48,141.369,2,32300,1978,a tonic for the troops,,0.386,0.499,0.874,3.85E-06,4,0.652,-4.811,0,0.172,4,0.628,https://i.scdn.co/image/ab67616d00001e025fcbf0ac573ab0536c62ca4f
17-Feb-01,9,Teenage Dirtbag,Wheatus,2,17-Feb-01,2,3LI4MmibTkXH5cGpCGZgyw,241840,TRUE,72,94.676,2,14900,2001,"songs from dawson's creek, vol. ii",https://p.scdn.co/mp3-preview/197748ca9d6edab195e1228030b0a2a9f5c46b05?cid=8b56eb9fa3db453f9b0089feea311c1b,0.36,0.617,0.84,8.85E-05,4,0.179,-4.063,1,0.0512,4,0.57,https://i.scdn.co/image/ab67616d00001e022dcab535e36e69ef25239dda
04-Jun-05,10,Axel F,Crazy Frog,1,04-Jun-05,4,0Bo5fjMtTfCD8vHGebivqc,168879,FALSE,69,138.045,2,290,2005,crazy frog presents crazy hits,https://p.scdn.co/mp3-preview/2ebe4e0427345bfc1e9e762e37fb85de108b6a77?cid=8b56eb9fa3db453f9b0089feea311c1b,0.279,0.86,0.907,0.693,2,0.0648,-3.321,1,0.0407,4,0.786,https://i.scdn.co/image/ab67616d00001e021551362bbdcaab7e65ff8c13
30-Jan-71,8,The Pushbike Song,The Mixtures,2,06-Feb-71,4,5dEXK48tQLwSLC1MvXGOnF,150933,FALSE,30,169.314,3,12300,1971,in the summertime,https://p.scdn.co/mp3-preview/202fdb8579f76303f6b689e0661a7a58d55d7c00?cid=8b56eb9fa3db453f9b0089feea311c1b,0.272,0.622,0.498,2.94E-06,2,0.05,-12.957,1,0.15,4,0.969,https://i.scdn.co/image/ab67616d00001e022669004f1b97f2dfb7425a29
30-Nov-66,8,What Would I Be,Val Doonican,2,21-Dec-66,1,54IXtTqC33ALNH8IAU9fEO,156293,FALSE,17,86.54,4,11200,1966,his special years,https://p.scdn.co/mp3-preview/2fa924e86c18285365033b43f534e52ffa99819b?cid=8b56eb9fa3db453f9b0089feea311c1b,0.893,0.381,0.383,4.39E-06,10,0.12,-13.949,0,0.0391,4,0.458,https://i.scdn.co/image/ab67616d00001e0253b3bcc865f42cc89f9e4706
19-May-79,7,Sunday Girl,Blondie,1,26-May-79,3,5v6VaqC8b4P7NcKb45W77j,186782,FALSE,39,146.111,2,7150,1979,parallel lines,,0.073,0.587,0.756,1.33E-05,9,0.221,-5.377,1,0.039,4,0.801,https://i.scdn.co/image/ab67616d00001e02ace2bedb8e6cfa04207d5c0f
01-Dec-73,7,Lamplight,David Essex,7,08-Dec-73,2,7q3ZKf8iXMqeSn6PImmxuQ,175413,FALSE,25,79.831,1,1200,1973,rock on,https://p.scdn.co/mp3-preview/dd644ec32d0f9f9dada3f5787146aa8ca787b123?cid=8b56eb9fa3db453f9b0089feea311c1b,0.233,0.729,0.447,1.39E-06,1,0.083,-9.911,0,0.0412,4,0.507,https://i.scdn.co/image/ab67616d00001e02b1ba60f76dc604a0fe83c49f
03-Dec-83,7,Only You,The Flying Pickets,1,10-Dec-83,5,1U2L6NW89IIy6Gw63C4eP2,203333,FALSE,56,99.329,2,210,1983,lost boys,,0.774,0.554,0.332,1.56E-06,8,0.0932,-9.834,1,0.025,4,0.542,https://i.scdn.co/image/ab67616d00001e02a02fe57a83853efcbbe6e7b3
10-Apr-76,7,Jungle Rock,Hank Mizell,3,01-May-76,3,1s6XEwgmAW2TiRDB7O3K3h,168120,FALSE,31,168.125,2,16600,1976,jungle rock,,0.72,0.576,0.819,0.369,9,0.111,-7.719,0,0.0749,4,0.863,https://i.scdn.co/image/ab67616d00001e02e41922cce369694b812f1423
13-Jul-74,7,Rock Your Baby,George McCrae,1,27-Jul-74,3,16KwF7IrKHTVTitUKH58g3,200053,FALSE,52,104.411,3,37200,1974,george mccrae - disco pioneer,https://p.scdn.co/mp3-preview/4144cd85604fe1bfb8344f8018373f9120243f55?cid=8b56eb9fa3db453f9b0089feea311c1b,0.169,0.594,0.906,0.00122,1,0.0778,-5.536,1,0.0594,4,0.892,https://i.scdn.co/image/ab67616d00001e02f2b5235747333c8c0f72d2d9
20-Sep-75,7,Hold Me Close,David Essex,1,04-Oct-75,3,0p57RyGtnyrije5NAY1WHV,232693,FALSE,43,128.116,3,16000,1975,all the fun of the fair,https://p.scdn.co/mp3-preview/ccc6cd0dfb07744a710f0a2d5bbec61f705491a3?cid=8b56eb9fa3db453f9b0089feea311c1b,0.628,0.598,0.631,0,11,0.394,-6.369,1,0.203,4,0.727,https://i.scdn.co/image/ab67616d00001e027b3370f912ebc3c56c7bfbf4
25-Jun-77,8,Fanfare for the Common Man,"Emerson, Lake & Palmer",2,16-Jul-77,1,0dkL8m14x0wecbq04QfBKs,179360,FALSE,50,74.461,5,179360,1977,the best of emerson lake & palmer,https://p.scdn.co/mp3-preview/c05fd331f29c14f1a6c32de919e4d9e58b3655f7?cid=8b56eb9fa3db453f9b0089feea311c1b,0.415,0.376,0.439,0.832,0,0.132,-14.444,1,0.0313,4,0.262,https://i.scdn.co/image/ab67616d00001e024aca451edc31151c842126be
21-May-77,8,Lucille,Kenny Rogers,1,18-Jun-77,1,15ADURMdkO25JGD5mIcodM,220866,FALSE,61,142.46,1,10350,1977,kenny rogers,,0.724,0.646,0.362,0,5,0.134,-11.954,1,0.0312,3,0.387,https://i.scdn.co/image/ab67616d00001e02c478c6674ce0b3219e8e3e7e
25-Mar-54,14,Changing Partners,Kay Starr,4,15-Apr-54,3,5EtBkY1xnypUfvumrRpOtF,172266,FALSE,22,78.519,2,2600,1954,the definitive kay starr on capitol,,0.87,0.495,0.218,0,6,0.127,-7.732,1,0.0283,3,0.36,https://i.scdn.co/image/ab67616d00001e02e22b1ca26046c6311b3ee0fb
30-Jan-58,12,The Story of My Life,Michael Holliday,1,20-Feb-58,2,0k7D3su480Mxcv0rDggr9x,135826,FALSE,28,138.952,5,500,1958,the story of my life,https://p.scdn.co/mp3-preview/3b6650d74e8dc632a0d98e6c48418f4f151f61b5?cid=8b56eb9fa3db453f9b0089feea311c1b,0.918,0.703,0.348,0.000477,9,0.107,-12.912,1,0.0351,4,0.791,https://i.scdn.co/image/ab67616d00001e02c2ee5cc49bbc81dd90d90bd4
18-Oct-61,11,Walkin' Back to Happiness,Helen Shapiro,1,25-Oct-61,3,3mNfU0psAm7h3s6Dn6i7SD,151293,FALSE,52,97.581,4,2000,1961,helen shapiro,https://p.scdn.co/mp3-preview/47c1e51ee6412041ac454af189d7d71014d83dec?cid=8b56eb9fa3db453f9b0089feea311c1b,0.775,0.663,0.542,0,8,0.222,-8.842,1,0.0825,4,0.799,https://i.scdn.co/image/ab67616d00001e02b41736773754754739a1887d
31-Mar-90,7,The Power,Snap!,1,31-Mar-90,2,0nQLxiNGbbUoSGrxksETLm,228993,FALSE,62,108.899,2,12000,1990,world power,https://p.scdn.co/mp3-preview/9d6f796baa404280392389b873f089bbb1b8e4d2?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0434,0.74,0.88,0.00803,0,0.341,-7.693,1,0.0624,4,0.707,https://i.scdn.co/image/ab67616d00001e02521fcfb205cf0baa97d8056d
25-Jun-68,9,I Pretend,Des O'Connor,1,30-Jul-68,1,5C2z1ARiJWhlC3Ey2upYQW,168533,FALSE,26,168.606,2,5800,1968,anytime,https://p.scdn.co/mp3-preview/4f0e5dbba2dc4f0a08d18c9d62be6b09fadaeca6?cid=8b56eb9fa3db453f9b0089feea311c1b,0.8,0.258,0.359,0.0013,5,0.125,-11.739,1,0.0353,3,0.456,https://i.scdn.co/image/ab67616d00001e02603a133371019f1746f183fb
29-Jun-74,7,Kissin' In The Back Row Of The Movies,The Drifters,2,06-Jul-74,3,0aDYhSBn67K0G5JIimyuxg,247613,FALSE,10,122.702,8,1100,1974,the legacy continues,https://p.scdn.co/mp3-preview/882829cb304140ac63742b8fe34ba640a67bde9d?cid=8b56eb9fa3db453f9b0089feea311c1b,0.378,0.673,0.706,0,0,0.0854,-6.331,1,0.0704,4,0.768,https://i.scdn.co/image/ab67616d00001e022175f59f39de7bea09b86fbe
01-Feb-86,7,"When the Going Gets Tough, the Tough Get Going",Billy Ocean,1,08-Feb-86,4,5UU5FbITNm5OunvHQdsKME,248000,FALSE,66,122.045,9,4000,1986,the very best of billy ocean,https://p.scdn.co/mp3-preview/f25934de9caeeeb6e2c325f514a3e03448dcf30c?cid=8b56eb9fa3db453f9b0089feea311c1b,0.405,0.755,0.763,0,4,0.318,-6.318,1,0.0473,4,0.932,https://i.scdn.co/image/ab67616d00001e0299ee23dac7128cb5754f593c
14-Jul-55,13,Evermore,Ruby Murray,3,28-Jul-55,3,4vhEljwYXuXGnxnGxuwCOg,146093,FALSE,19,137.065,1,10000,1955,ruby murray - greatest hits,https://p.scdn.co/mp3-preview/cbd7fc9516afdf21e269b28fd4a9c15771fe0254?cid=8b56eb9fa3db453f9b0089feea311c1b,0.915,0.333,0.156,0,0,0.111,-12.88,1,0.0346,3,0.357,https://i.scdn.co/image/ab67616d00001e0262d1ab60be92ed0218217492
07-Sep-74,7,Annie's Song,John Denver,1,12-Oct-74,1,4J0DbyODwZJcmIAiTSJfMF,180693,FALSE,73,146.066,2,8000,1974,back home again,https://p.scdn.co/mp3-preview/f2bb55c637fbb6932c01d8d10b1adfb33867fa00?cid=8b56eb9fa3db453f9b0089feea311c1b,0.871,0.304,0.305,0.00368,2,0.367,-10.879,1,0.0298,3,0.464,https://i.scdn.co/image/ab67616d00001e023c16761584c4015495bdda87
27-Dec-86,7,Is This Love?,Alison Moyet,3,10-Jan-87,3,4comY70fwmoRVgJC1z5LSy,240800,FALSE,40,116.755,3,17500,1986,alf / raindancing,https://p.scdn.co/mp3-preview/a4010567412c0e97405a9f72f617f8ddbc6c9d9a?cid=8b56eb9fa3db453f9b0089feea311c1b,0.207,0.757,0.519,1.48E-05,9,0.0832,-11.798,1,0.0275,4,0.913,https://i.scdn.co/image/ab67616d00001e0297a11311f957a4d893054a5a
25-Nov-72,8,Gudbuy T'Jane,Slade,2,16-Dec-72,1,13TaidohzokqtEJzspsZSY,212960,FALSE,32,134.589,2,21950,1972,slayed? (expanded),https://p.scdn.co/mp3-preview/f1269d84618a96ae4d5ffed327eedf93ff065c46?cid=8b56eb9fa3db453f9b0089feea311c1b,0.00179,0.565,0.964,0.000497,9,0.0511,-5.227,1,0.0569,4,0.944,https://i.scdn.co/image/ab67616d00001e02f47f31673c7ca41d9e67dbc1
10-May-80,7,No Doubt About It,Hot Chocolate,2,24-May-80,3,5ye2gbjTDAG18DGWyMDcY8,269840,FALSE,18,104.357,4,54000,1980,their greatest hits,https://p.scdn.co/mp3-preview/4c46870713cc9b55cd6f6ff3fb5b404505ea83cc?cid=8b56eb9fa3db453f9b0089feea311c1b,0.299,0.611,0.51,0.000407,1,0.154,-8.728,0,0.0283,4,0.484,https://i.scdn.co/image/ab67616d00001e02ab39f6213c965fd286f9031d
16-Jul-77,7,I Feel Love,Donna Summer,1,23-Jul-77,4,2CftANRfd9ZhVsFHVBfVfG,225213,FALSE,45,125.72,3,33900,1977,music for seventies,,0.0633,0.673,0.792,0.632,7,0.0771,-10.94,0,0.0427,4,0.964,https://i.scdn.co/image/ab67616d00001e02bec355c28a61688b0e8b3f01
02-Dec-78,7,Mary's Boy Child/Oh My Lord,Boney M.,1,09-Dec-78,4,6YnzBV7YkaXZNCK3tlnCfg,243400,FALSE,42,112.534,6,150,1978,mary's boy child,https://p.scdn.co/mp3-preview/ff749d194c931448bf7458236470dbd7b312d89c?cid=8b56eb9fa3db453f9b0089feea311c1b,0.204,0.776,0.703,0,0,0.336,-10.696,1,0.0427,4,0.939,https://i.scdn.co/image/ab67616d00001e02a6647d26f175a0786537aece
30-Jul-68,8,This Guy's in Love with You,Herb Alpert,3,20-Aug-68,4,5hffP5gJFe1zByXf7BIeYq,239733,FALSE,58,83.767,6,12200,1968,the beat of the brass,https://p.scdn.co/mp3-preview/9bbfdcda165196b4f02cee42b086e8b81655bb5d?cid=8b56eb9fa3db453f9b0089feea311c1b,0.858,0.635,0.167,0.000999,1,0.213,-12.998,1,0.0403,4,0.246,https://i.scdn.co/image/ab67616d00001e02b0191449173fd89e27f96817
19-Feb-94,8,Without You,Mariah Carey,1,19-Feb-94,4,1kMOJBmpfWD9fir6st9uqS,213666,FALSE,72,122.06,2,6300,1994,music box,https://p.scdn.co/mp3-preview/44a2b4866d8409efb403abfeaf2f59811aafaa32?cid=8b56eb9fa3db453f9b0089feea311c1b,0.323,0.576,0.526,2.01E-06,6,0.0548,-8.524,1,0.0325,4,0.147,https://i.scdn.co/image/ab67616d00001e020f688fa11af022f0210e21cb
30-May-92,8,Hazard,Richard Marx,3,27-Jun-92,3,1ntKYuqLlmV3sTZoNyeHhM,317306,FALSE,64,124.838,1,30700,1992,rush street,,0.175,0.676,0.582,0.00396,7,0.0672,-10.345,0,0.0258,4,0.648,https://i.scdn.co/image/ab67616d00001e02130b0f73a9a710d29a457243
26-May-79,7,Boogie Wonderland,"Earth, Wind & Fire with The Emotions",4,09-Jun-79,3,6ztstiyZL6FXzh4aG46ZPD,495773,FALSE,49,131.982,2,16700,1979,the essential emotions - the columbia years,https://p.scdn.co/mp3-preview/b2d590fb86a0424a3f959033df1a92f9a6c325d4?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0843,0.802,0.756,0.00765,2,0.0521,-10.791,0,0.0349,4,0.963,https://i.scdn.co/image/ab67616d00001e025ccd022a69a4da9551efd988
01-Feb-18,10,God's Plan,Drake,1,01-Feb-18,9,6DCZcSspjsKoFjzjrWoCdn,198973,TRUE,85,77.169,2,4000,2018,scorpion,,0.0332,0.754,0.449,8.29E-05,7,0.552,-9.211,1,0.109,4,0.357,https://i.scdn.co/image/ab67616d00001e02f907de96b9a4fbc04accc0d5
23-May-19,12,I Don't Care,Ed Sheeran & Justin Bieber,1,23-May-19,8,3HVWdVOQ0ZA45FuZGSfvns,219946,FALSE,84,101.956,3,5800,2019,i don't care (with justin bieber),https://p.scdn.co/mp3-preview/40d2bf0a16b4a4c7e5747a57943f9c0bbf5bc5ab?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0912,0.798,0.675,0,6,0.0894,-5.041,1,0.0442,4,0.842,https://i.scdn.co/image/ab67616d00001e0257cc434093fd4b6af7500fd8
05-Oct-85,7,Trapped,Colonel Abrams,3,19-Oct-85,3,2OI9jQnd0A1vR2KuJkK1TD,383703,FALSE,35,123.83,1,25900,1985,make a difference,https://p.scdn.co/mp3-preview/7fde76523661ee9088fdcb6d027337757f13a2da?cid=8b56eb9fa3db453f9b0089feea311c1b,0.000286,0.808,0.457,0.0124,7,0.054,-14.118,1,0.0628,4,0.716,https://i.scdn.co/image/ab67616d00001e024d9d277645b71a7aac95fd6f
02-Oct-63,8,Do You Love Me?,Brian Poole and The Tremeloes,1,16-Oct-63,3,0LclKK7Ywzg7bIoweuuFvK,142906,FALSE,33,166.452,4,1000,1963,do you love me,,0.367,0.428,0.673,0,2,0.305,-7.582,1,0.0508,4,0.818,https://i.scdn.co/image/ab67616d00001e02822770583f94e2ca980029b3
28-Feb-98,11,Truly Madly Deeply,Savage Garden,4,28-Feb-98,1,013AWvizllIUEC2FOBzOnh,277266,FALSE,75,168.12,3,17000,1998,savage garden,https://p.scdn.co/mp3-preview/d24fa7178eccb057ea3b9ccdac51584bfdcc8898?cid=8b56eb9fa3db453f9b0089feea311c1b,0.403,0.555,0.698,0,0,0.0851,-8.874,1,0.0287,4,0.816,https://i.scdn.co/image/ab67616d00001e0284fef39a9a8293c86796599f
24-Feb-79,7,Oliver's Army,Elvis Costello and The Attractions,2,10-Mar-79,3,4Zz1ctRTK04dytKiFuavBX,180840,FALSE,59,143.162,2,13980,1979,armed forces (remastered 2020),,0.336,0.527,0.725,0,4,0.221,-9.405,1,0.0287,4,0.94,https://i.scdn.co/image/ab67616d00001e02d94c45e0a0549a4673282851
09-Oct-82,7,Do You Really Want to Hurt Me,Culture Club,1,23-Oct-82,3,1I6q6nwNjNgik1Qe8Oi0Y7,262173,FALSE,67,100.78,7,1900,1982,kissing to be clever,,0.0815,0.744,0.376,0,4,0.108,-14.996,0,0.0366,4,0.42,https://i.scdn.co/image/ab67616d00001e023236b9c08b319f7e50e74f53
17-Jul-99,8,Livin' la Vida Loca,Ricky Martin,1,17-Jul-99,3,0Ph6L4l8dYUuXFmb71Ajnd,243160,FALSE,75,178.043,4,4400,1999,ricky martin,https://p.scdn.co/mp3-preview/46277e3b9f2bde4c8ebe6c06fb0756e337cbc479?cid=8b56eb9fa3db453f9b0089feea311c1b,0.00414,0.425,0.954,0,1,0.0555,-3.756,0,0.0476,4,0.933,https://i.scdn.co/image/ab67616d00001e02e7e9b85cc1f021ec12130d80
04-Mar-78,7,Wuthering Heights,Kate Bush,1,11-Mar-78,4,5YSI1311X8t31PBjkBG4CZ,269066,FALSE,71,124.572,2,8200,1978,the kick inside,https://p.scdn.co/mp3-preview/3aaf3ec1603f1f8c9a8b2c5925bcff0319790a5b?cid=8b56eb9fa3db453f9b0089feea311c1b,0.366,0.481,0.392,0.0452,1,0.124,-11.381,1,0.0312,4,0.52,https://i.scdn.co/image/ab67616d00001e0230da683c0c018535adbaf0e5
12-Dec-87,6,Always on My Mind,Pet Shop Boys,1,19-Dec-87,4,2SWn864dJI5RNyrp3F4Kp1,237653,FALSE,55,124.768,4,33600,1987,popart: the hits,https://p.scdn.co/mp3-preview/6c65f2841d71a7506f2f30b211e8245e0c024eba?cid=8b56eb9fa3db453f9b0089feea311c1b,0.00366,0.533,0.889,0.0593,7,0.338,-4.566,1,0.0362,4,0.579,https://i.scdn.co/image/ab67616d00001e027c66279746c33b8f9ccac1aa
04-Dec-10,10,What's My Name?,Rihanna featuring Drake,1,15-Jan-11,1,5FTCKvxzqy72ceS4Ujux4N,256800,FALSE,3,99.99,3,110,2010,what's my name? [(instrumental) originally performed by rihanna featuring drake],,0.23,0.692,0.786,0,2,0.0797,-2.959,1,0.069,4,0.583,https://i.scdn.co/image/ab67616d00001e022ed326786e4c61c6b1dbf222
21-Sep-13,11,Counting Stars,OneRepublic,1,12-Oct-13,2,6sy3LkhNFjJWlaeSMNwQ62,257839,FALSE,76,122.017,2,500,2013,native,,0.0654,0.664,0.705,0,1,0.115,-4.972,0,0.0382,4,0.477,https://i.scdn.co/image/ab67616d00001e02e80e7dbce3996a1ae5967751
13-May-72,7,Metal Guru,T. Rex,1,20-May-72,4,4KcE3At063Xyleg2xGzVYz,149706,FALSE,41,127.112,2,2980,1972,the slider,,0.000678,0.251,0.917,0.000453,2,0.217,-5.552,1,0.118,4,0.504,https://i.scdn.co/image/ab67616d00001e027f68864eb75373f5d201fb91
13-Oct-79,7,One Day at a Time,Lena Martell,1,27-Oct-79,3,3MC7O31Yxw1GcEQA9OKPp1,194333,FALSE,32,147.596,5,1000,1979,one day at a time - the best of lena martell,https://p.scdn.co/mp3-preview/5615bf052adf3304dbe32d92a2152c5e10a52a64?cid=8b56eb9fa3db453f9b0089feea311c1b,0.335,0.428,0.318,3.12E-06,8,0.207,-11.168,1,0.0309,3,0.45,https://i.scdn.co/image/ab67616d00001e02fb16a91b2c9b0a3ec066daf3
16-Feb-56,14,Only You (And You Alone),The Hilltoppers,3,17-May-56,1,6meUbywMo1j9kxiL58s6f1,152557,FALSE,1,77.975,2,830,1956,singing their best songs (remastered),https://p.scdn.co/mp3-preview/599d772f2910ae745e89f934b683950a6b626b48?cid=8b56eb9fa3db453f9b0089feea311c1b,0.904,0.427,0.082,0,11,0.134,-15.656,1,0.0356,3,0.211,https://i.scdn.co/image/ab67616d00001e02d17e7ae201447516ea49204c
18-Oct-69,8,Oh Well,Fleetwood Mac,2,08-Nov-69,2,4r0b3PovJXksj9VDLP1gJM,213426,FALSE,51,102.074,2,42900,1969,tusk (deluxe edition),https://p.scdn.co/mp3-preview/89e1d0197e3aeb4a359fcffc560c2381c6d86302?cid=8b56eb9fa3db453f9b0089feea311c1b,0.214,0.326,0.495,0.0184,9,0.696,-13.597,1,0.0576,4,0.345,https://i.scdn.co/image/ab67616d00001e02ac3b1b1e8bb8a4986b485fb5
22-Nov-56,13,St. Therese of the Roses,Malcolm Vaughan,3,20-Dec-56,3,2uN8hMV4ZuAZdSx2z1G4Ob,172133,FALSE,0,86.216,5,9500,1956,50's uk hits,https://p.scdn.co/mp3-preview/467510c03be60bedeccc28cdd6226a50055383a3?cid=8b56eb9fa3db453f9b0089feea311c1b,0.892,0.241,0.273,0,4,0.327,-9.763,1,0.0296,4,0.284,https://i.scdn.co/image/ab67616d00001e026e80db522d1a6ff592722483
03-Mar-12,11,Starships,Nicki Minaj,2,24-Mar-12,1,1oHNvJVbFkexQc0BpQp7Y4,210626,TRUE,74,125.008,1,3200,2012,pink friday ... roman reloaded,,0.135,0.747,0.716,0,11,0.251,-2.457,0,0.075,4,0.751,https://i.scdn.co/image/ab67616d00001e0285235715597dcd07bb9e0f84
20-Feb-10,9,Rude Boy,Rihanna,2,13-Mar-10,2,60jzFy6Nn4M0iD1d94oteF,222920,TRUE,76,173.906,2,11300,2010,rated r,,0.113,0.563,0.75,0,11,0.0788,-4.496,1,0.127,4,0.812,https://i.scdn.co/image/ab67616d00001e02ab647295c0c97446c1f1a3b5
08-Nov-97,11,Torn,Natalie Imbruglia,2,08-Nov-97,3,1Jaah2tmN9Hv81A87KZ1MU,244666,FALSE,75,96.31,1,13720,1997,left of the middle,https://p.scdn.co/mp3-preview/e5e680ed05447eb6aca48a39ca2fb6df701cb934?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0647,0.575,0.886,0.000187,5,0.709,-5.182,1,0.034,4,0.609,https://i.scdn.co/image/ab67616d00001e0284bb2b1e87d5ba0bac8871a2
07-May-68,8,A Man Without Love (Quando M'Innamoro),Engelbert Humperdinck,2,21-May-68,3,622sVNQCspoVUqFWzOYYcj,211304,FALSE,0,107.66,4,9600,1968,live in concert / all of me,https://p.scdn.co/mp3-preview/ac73c8fc577e27974bf4879f3eb0ffb1f3e069c0?cid=8b56eb9fa3db453f9b0089feea311c1b,0.729,0.386,0.473,0,2,0.271,-12.416,1,0.0345,4,0.498,https://i.scdn.co/image/ab67616d00001e02021463190197caeb844dd8d6
16-May-70,8,Yellow River,Christie,1,06-Jun-70,1,4VnzKUBMB6cvog8Jvv1few,165960,FALSE,53,129.851,2,7500,1970,christie,https://p.scdn.co/mp3-preview/9856f54879171dea0cc2604792afa47e5a763a11?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0859,0.627,0.544,0,4,0.152,-11.436,1,0.029,4,0.877,https://i.scdn.co/image/ab67616d00001e02f8acc5384b30790e5254362f
11-Aug-07,11,Hey There Delilah,Plain White T's,2,15-Sep-07,2,4RCWB3V8V0dignt99LZ8vH,232533,FALSE,82,103.971,3,9750,2007,all that we needed,,0.872,0.656,0.291,0,2,0.114,-10.572,1,0.0293,4,0.298,https://i.scdn.co/image/ab67616d00001e02beae6e69d6505fd379ef3081
09-Jul-88,6,Nothing's Gonna Change My Love for You,Glenn Medeiros,1,09-Jul-88,4,7pUJSr5pgnQjCTc7PfiUVA,231586,FALSE,65,141.869,7,13900,1988,nothing's gonna change my love for you,,0.568,0.449,0.425,1.57E-06,1,0.0553,-13.208,1,0.0372,4,0.39,https://i.scdn.co/image/ab67616d00001e02bfd2d7517d5b7272f7f73711
19-Mar-68,8,Delilah,Tom Jones,2,02-Apr-68,3,2v8B8d17Xxu9uLU5sNiHSL,204160,FALSE,63,95.82,1,10150,1968,delilah,,0.614,0.528,0.482,0,9,0.549,-10.939,0,0.027,1,0.788,https://i.scdn.co/image/ab67616d00001e02cc5d0760583f354dfd061d5f
22-May-82,7,Goody Two Shoes,Adam Ant,1,12-Jun-82,2,760xFXFj5Fksa3jawSCn5g,209213,FALSE,56,95.472,3,34000,1982,friend or foe,https://p.scdn.co/mp3-preview/9241eedb10015b4f7cbe7ea4dfbf25383d994083?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0289,0.624,0.991,0.0107,1,0.0477,-3.467,0,0.135,4,0.535,https://i.scdn.co/image/ab67616d00001e025f8173d96f7bb0067d523072
12-Dec-98,10,When You're Gone,Bryan Adams featuring Melanie C,3,12-Dec-98,1,7p9dd71JR2ucoAuO1Sy0VZ,199506,FALSE,0,126.984,3,4500,1998,on a day like today,,0.000299,0.546,0.931,2.92E-05,0,0.11,-6.344,1,0.0341,4,0.643,https://i.scdn.co/image/ab67616d00001e025e9ba297f543a91ae5209ce8
29-Dec-12,11,I Knew You Were Trouble,Taylor Swift,2,19-Jan-13,1,72jCZdH0Lhg93z6Z4hBjgj,217973,FALSE,69,77.019,5,3050,2012,red,,0.00454,0.622,0.469,2.25E-06,3,0.0398,-6.798,0,0.0363,4,0.679,https://i.scdn.co/image/ab67616d00001e0296384c98ac4f3e7c2440f5b5
