entered,weeks_in_top_10,title,artist,peak,peak_reached,weeks_at_peak,id,duration_ms,explicit,popularity,tempo,title_words,vocals_start,year,album,preview_url,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,time_signature,valence,artwork
11-Mar-06,8,No Tomorrow,Orson,1,25-Mar-06,1,6ZvkznrglxX8elUqg3oRRH,171706,FALSE,34,124.069,2,19500,2006,bright idea,https://p.scdn.co/mp3-preview/cb3f48d2b9a48b7eeb59f46ef84df6cc76b583ae?cid=8b56eb9fa3db453f9b0089feea311c1b,0.00593,0.653,0.638,0,3,0.061,-4.667,0,0.0684,4,0.771,https://i.scdn.co/image/ab67616d00001e025a1b0eb47257562c9ef496d4
08-Sep-79,6,Cars,Gary Numan,1,22-Sep-79,1,4QQEzkxcONBthDLfzqIh9S,238906,FALSE,65,128.038,1,7970,1979,the pleasure principle,https://p.scdn.co/mp3-preview/4c0c5af5f0d06b7c5cd58c6850ecd2baca8dbd27?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0114,0.545,0.578,6.57E-05,2,0.0692,-8.745,1,0.0406,4,0.819,https://i.scdn.co/image/ab67616d00001e02f3ca169ae50ffb90e82a2c5d
26-Jun-76,6,Young Hearts Run Free,Candi Staton,2,10-Jul-76,1,3MFa9idQuY4iJLWsZl3tIQ,248360,FALSE,68,115.388,4,9000,1976,young hearts run free (us internet release),https://p.scdn.co/mp3-preview/b0b96bb7e0e4f151ce0c64349e74cfc11cba326b?cid=8b56eb9fa3db453f9b0089feea311c1b,0.13,0.653,0.652,1.58E-05,7,0.202,-9.304,0,0.0427,4,0.846,https://i.scdn.co/image/ab67616d00001e022fda39ea1a0524624719d8aa
29-Oct-77,6,The Name of the Game,ABBA,1,05-Nov-77,4,1lDo24S34NvI1pAg7Oxldc,291866,FALSE,59,77.049,5,12200,1977,the album,,0.357,0.656,0.565,0.000192,9,0.0629,-8.722,1,0.0301,4,0.615,https://i.scdn.co/image/ab67616d00001e026f705bef76c1d861c4d51d8c
16-Apr-83,6,Words,F. R. David,2,30-Apr-83,2,1HPJOoIVdUPuaebxzMrVaD,209013,FALSE,70,123.763,1,8000,1983,words,https://p.scdn.co/mp3-preview/c00c3361ae30c9e4315b5d55caa2170a933a645f?cid=8b56eb9fa3db453f9b0089feea311c1b,0.372,0.537,0.789,2.66E-05,10,0.138,-5.578,0,0.0549,4,0.527,https://i.scdn.co/image/ab67616d00001e02a58e764b8e4ecbdbbab56783
13-May-69,7,My Way,Frank Sinatra,5,03-Jun-69,2,3spdoTYpuCpmq19tuD0bOe,276800,FALSE,72,75.454,2,5900,1969,my way (expanded edition),,0.7,0.401,0.381,0,2,0.122,-7.458,1,0.0274,4,0.229,https://i.scdn.co/image/ab67616d00001e0280aa6a82fce614eea8357253
17-Feb-07,10,Ruby,Kaiser Chiefs,1,03-Mar-07,1,0VhhaYztcRWc7PEjJCjr1g,202800,FALSE,63,93.43,1,4540,2007,"yours truly, angry mob (deluxe)",https://p.scdn.co/mp3-preview/1422cd2e87b27ea43bb11765d250fadf7eaf4a38?cid=8b56eb9fa3db453f9b0089feea311c1b,0.00604,0.443,0.934,6.66E-06,5,0.0779,-3.398,0,0.0501,4,0.401,https://i.scdn.co/image/ab67616d00001e0290ec453e1516e7db62448d06
08-Apr-95,7,Back for Good,Take That,1,08-Apr-95,4,6vcdzohhBSbNdsZBh5IRpQ,242266,FALSE,72,78.986,3,16800,1995,nobody else (expanded edition),https://p.scdn.co/mp3-preview/55506b7b9d4c90609b80be19f9d2213e675b3498?cid=8b56eb9fa3db453f9b0089feea311c1b,0.31,0.601,0.504,0,5,0.137,-9.761,1,0.0284,4,0.564,https://i.scdn.co/image/ab67616d00001e02db5d336c648e8f540262a1c2
08-Jul-95,7,Shy Guy,Diana King,2,29-Jul-95,1,3ldG6XCLDXxWg1N6XhrSKo,258560,FALSE,62,94.074,2,140,1995,tougher than love,https://p.scdn.co/mp3-preview/52fccac8216bc909d0f7ad43ea467855fc56f13b?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0128,0.714,0.825,0.000569,11,0.049,-5.447,0,0.0751,4,0.751,https://i.scdn.co/image/ab67616d00001e025c03a2a48bf8a0a94e01be9b
27-Nov-99,7,The Millennium Prayer,Cliff Richard,1,04-Dec-99,3,2DV1EmrNUBaWUyw8z1SXeE,281080,FALSE,21,185.328,3,20800,1999,75 at 75,https://p.scdn.co/mp3-preview/faa68791055c034bab6c6dd59d8c91c25203898f?cid=8b56eb9fa3db453f9b0089feea311c1b,0.44,0.243,0.596,0,2,0.101,-6.711,1,0.0398,4,0.0451,https://i.scdn.co/image/ab67616d00001e02465e443d7f4e888b05ccf30a
01-Dec-01,7,Have You Ever,S Club 7,1,01-Dec-01,1,4Xm0G6DRlWUjCgpKh5OPyv,201533,FALSE,62,139.909,3,13600,2001,sunshine,,0.538,0.585,0.702,0,0,0.216,-5.734,1,0.0325,4,0.51,https://i.scdn.co/image/ab67616d00001e02d9eefcb3a1addaf3aac54133
25-Feb-84,5,99 Red Balloons,Nena,1,03-Mar-84,3,4R6oOgh523J4M1I0XYe14f,281453,FALSE,63,96.529,3,4000,1984,maxis & mixes,https://p.scdn.co/mp3-preview/ad99e77e37600294083bfe8f49253062893e2661?cid=8b56eb9fa3db453f9b0089feea311c1b,0.122,0.578,0.423,0.000869,4,0.118,-9.617,1,0.176,4,0.397,https://i.scdn.co/image/ab67616d00001e0256426f82825bdd491188b7f1
12-Nov-88,5,First Time,Robin Beck,1,19-Nov-88,3,1SEiTDZDxiIZan9apE6RnM,194377,FALSE,33,98.413,2,20800,1988,100% melodic rock,https://p.scdn.co/mp3-preview/01555fabf69bc4eceb036479c3d73d7ddf56479c?cid=8b56eb9fa3db453f9b0089feea311c1b,0.218,0.558,0.676,0,9,0.274,-4.906,0,0.0244,4,0.316,https://i.scdn.co/image/ab67616d00001e026b9663c05ef034bfc05ede96
06-Feb-68,7,Mighty Quinn,Manfred Mann,1,20-Feb-68,2,3MnGjmlzhC2eNuazqfUm1A,389200,FALSE,28,100.405,2,5000,1968,watch,,0.0374,0.605,0.56,0,11,0.0658,-8.62,0,0.0378,4,0.871,https://i.scdn.co/image/ab67616d00001e02f82f32cd1575b0d0cb34d04c
23-Nov-60,9,Man of Mystery,The Shadows,5,07-Dec-60,2,0UpLTU3sfZY4nCgSLTLvTv,121920,FALSE,36,142.459,3,121920,1960,the shadows in the 60s,https://p.scdn.co/mp3-preview/bb97ab0991c90b917b2679ffb92abbdf2c0d5505?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0547,0.499,0.751,0.809,9,0.0553,-7.586,1,0.0309,4,0.962,https://i.scdn.co/image/ab67616d00001e025f814a2bf5cda8b7f26f0e27
31-May-75,6,Three Steps to Heaven,Showaddywaddy,2,14-Jun-75,1,4CSQwOyROp9Jn09izsMxkV,179280,FALSE,30,127.628,4,7980,1975,step two,https://p.scdn.co/mp3-preview/cda1bc61cad7872f2b41e5f4ee984e99432b73f2?cid=8b56eb9fa3db453f9b0089feea311c1b,0.252,0.719,0.739,0,9,0.0593,-8.82,1,0.166,4,0.733,https://i.scdn.co/image/ab67616d00001e020ee0da2bd7b5c6183543b4ca
13-Jul-91,7,Now That We Found Love,Heavy D & the Boyz,2,27-Jul-91,1,1KONmY3enP3r3nIPQidWAy,258200,FALSE,62,119.955,5,4950,1991,peaceful journey,,0.039,0.744,0.697,0,8,0.171,-14.753,1,0.0631,4,0.683,https://i.scdn.co/image/ab67616d00001e02dd74f68682370e83a9845dca
21-Mar-92,6,To Be with You,Mr. Big,3,28-Mar-92,3,3Mmt6Xk0H6VR92PEp6x3hP,210480,FALSE,76,83.635,4,7700,1992,lean into it [expanded],https://p.scdn.co/mp3-preview/80fffd2479bd0f60353c82250dba7a453e0f6120?cid=8b56eb9fa3db453f9b0089feea311c1b,0.286,0.688,0.375,0,4,0.133,-9.601,1,0.0535,4,0.45,https://i.scdn.co/image/ab67616d00001e027c1e54d64d59f1f0bdf2c875
16-Sep-64,8,I'm into Something Good,Herman's Hermits,1,30-Sep-64,2,3z6m2FukK7Vd5xYrjOLDLR,153506,FALSE,59,133.551,4,7600,1964,herman's hermits retrospective,,0.716,0.592,0.458,0,0,0.237,-8.2,1,0.0296,4,0.723,https://i.scdn.co/image/ab67616d00001e02947d3d6dc953fe02048b817d
25-Sep-99,7,Blue (Da Ba Dee),Eiffel 65,1,25-Sep-99,3,2yAVzRiEQooPEJ9SYx11L3,283747,FALSE,78,128.007,1,1400,1999,europop,https://p.scdn.co/mp3-preview/29dae6e5b44e50da50e1f3e84f34c1b247a30129?cid=8b56eb9fa3db453f9b0089feea311c1b,0.259,0.822,0.969,0.000153,7,0.39,-11.471,0,0.0582,4,0.765,https://i.scdn.co/image/ab67616d00001e023b1a2136a769a6503d8e2aef
19-Mar-88,5,Don't Turn Around,Aswad,1,26-Mar-88,2,2ENWi9dhKyuclKul6QaeLl,219066,FALSE,41,97.001,3,10000,1988,crucial tracks,,0.161,0.751,0.592,1.13E-05,4,0.0763,-14.886,1,0.048,4,0.816,https://i.scdn.co/image/ab67616d00001e02c18aa955a623914bbe23e7ef
24-Jun-95,7,A Girl Like You,Edwyn Collins,4,22-Jul-95,1,6XOINCZBv8Q7RXgNNiTwIN,236583,FALSE,65,126.267,4,16000,1995,gorgeous george,https://p.scdn.co/mp3-preview/99fe2118c18157a910b9d8e52464681dbc828fa1?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0243,0.619,0.781,0.000286,5,0.402,-7.455,0,0.0393,4,0.533,https://i.scdn.co/image/ab67616d00001e02583f1300f2b356b42dd231b4
07-Sep-85,6,Dancing in the Street,David Bowie and Mick Jagger,1,07-Sep-85,4,6FnuMo55jNECTDdS1nD5H0,204786,FALSE,61,130.99,4,5210,1985,dancing in the street e.p.,https://p.scdn.co/mp3-preview/cc25da6282c8351b746a78827342a7fd75633c32?cid=8b56eb9fa3db453f9b0089feea311c1b,0.117,0.6,0.816,0,4,0.126,-13.64,1,0.0431,4,0.744,https://i.scdn.co/image/ab67616d00001e023cc298f07d473f944016bd03
10-Apr-10,8,She Said,Plan B,3,10-Apr-10,4,6wH485H4wsmKWCZSDs3eCW,210866,FALSE,37,146.975,2,13300,2010,the defamation of strickland banks,https://p.scdn.co/mp3-preview/34740ad92328743456b364f21475fe039d0703ad?cid=8b56eb9fa3db453f9b0089feea311c1b,0.303,0.719,0.537,2.85E-06,3,0.164,-6.301,0,0.137,4,0.833,https://i.scdn.co/image/ab67616d00001e02706615454f8c1f157218fe3f
16-Apr-11,9,Sweat,Snoop Dogg vs. David Guetta,4,23-Apr-11,1,0R7YVi7w41Dr9jU5vblAok,195986,FALSE,66,130.02,1,3750,2011,sweat (snoop dogg vs. david guetta) [remix],,0.0597,0.813,0.732,0.00137,7,0.0826,-5.636,1,0.03,4,0.731,https://i.scdn.co/image/ab67616d00001e029fa2954cdefd83d439a1e7ac
08-Aug-92,6,Achy Breaky Heart,Billy Ray Cyrus,3,22-Aug-92,2,2EoIt9vdgFRNW03u5IvFsQ,203373,FALSE,67,121.808,3,8900,1992,some gave all,,0.051,0.8,0.563,0,9,0.0797,-10.209,1,0.0303,4,0.961,https://i.scdn.co/image/ab67616d00001e02bf80fa37dadf36f79441104f
24-Jan-81,6,Woman,John Lennon,1,07-Feb-81,2,0GGxVTb0UwDwdaKNjBdCn3,212933,FALSE,72,79.701,1,12620,1981,double fantasy stripped down,,0.378,0.588,0.656,0.00227,3,0.042,-6.373,1,0.0224,4,0.746,https://i.scdn.co/image/ab67616d00001e02e097d87f3d3580aecfbba1eb
28-May-83,6,Bad Boys,Wham!,2,04-Jun-83,2,4ubrU47OYnqRauUoCzckcg,200973,FALSE,47,119.306,2,160,1983,fantastic,https://p.scdn.co/mp3-preview/326d61602c2ba58b30dec7a7cd68582e4c36b08a?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0216,0.812,0.711,0.00131,9,0.319,-7.003,0,0.0385,4,0.859,https://i.scdn.co/image/ab67616d00001e02bb126e633cb3c52079aa7d82
30-Aug-86,6,We Don't Have to Take Our Clothes Off,Jermaine Stewart,2,20-Sep-86,2,7o9KG7iQY8KACz7PZXYpyv,293240,FALSE,57,123.084,8,35200,1986,frantic romantic,,0.0244,0.816,0.707,0.000142,6,0.0469,-8.601,0,0.0363,4,0.922,https://i.scdn.co/image/ab67616d00001e02ccdb09d451425b7595545f43
24-Apr-58,10,A Wonderful Time Up There,Pat Boone,2,22-May-58,1,2ddcdLTP0DHU86VYETlEwm,127426,FALSE,29,95.903,5,410,1958,pat boone's greatest hits (reissue),,0.757,0.79,0.441,5.58E-05,8,0.114,-14.047,1,0.0499,4,0.945,https://i.scdn.co/image/ab67616d00001e02d45a035dd41e95e048e5e2a8
26-Jun-63,8,Atlantis,The Shadows,2,03-Jul-63,2,7fXxgCu97Ce0p8ZlXW4aPI,168053,FALSE,43,127.259,1,168053,1963,20 golden greats,https://p.scdn.co/mp3-preview/5bf2510905e5ed2d03ed7e738993681cf51b473b?cid=8b56eb9fa3db453f9b0089feea311c1b,0.486,0.423,0.636,0.717,5,0.254,-7.688,1,0.0302,4,0.463,https://i.scdn.co/image/ab67616d00001e02c1c9c310c878b0ed968c5910
31-Jul-71,6,Devil's Answer,Atomic Rooster,4,07-Aug-71,3,1OgKIHaT5PfFkHutPWVvj4,250200,FALSE,36,131.407,2,45200,1971,the first 10 explosive years,https://p.scdn.co/mp3-preview/3e69029bfbe9cd6c0495710730ee64dab76c2f2b?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0414,0.396,0.937,0.000606,5,0.898,-6.707,1,0.107,4,0.166,https://i.scdn.co/image/ab67616d00001e02324bda72db59132cb3d1c1ea
21-Nov-62,9,Bobby's Girl,Susan Maughan,3,05-Dec-62,1,03Ug3VTDDclpLIvzxvAcwo,155773,FALSE,15,138.695,2,6000,1962,bobby's girl,,0.683,0.594,0.639,0,10,0.313,-6.864,1,0.0292,4,0.8,https://i.scdn.co/image/ab67616d00001e02bbce2575277debfbbdb78301
04-Jul-98,6,Save Tonight,Eagle-Eye Cherry,6,04-Jul-98,3,1t2Hq2WIBcZINOEnK6mdJG,239226,FALSE,67,119.567,2,18800,1998,desireless,https://p.scdn.co/mp3-preview/9659b96f80262985ff8663c46697b4c3d646daba?cid=8b56eb9fa3db453f9b0089feea311c1b,9.24E-05,0.547,0.693,5.46E-05,0,0.113,-8.786,1,0.0353,4,0.583,https://i.scdn.co/image/ab67616d00001e02aacc6949864aa4c1073d3060
20-Dec-03,7,Changes,Ozzy and Kelly Osbourne,1,20-Dec-03,1,3inSAmtjMjAePyBUqh5Z3r,247184,FALSE,11,80.803,1,8900,2003,karaoke - pop - 2000's vol 25,https://p.scdn.co/mp3-preview/63061809aef47ccc619530e37fcd4d132a09abe4?cid=8b56eb9fa3db453f9b0089feea311c1b,0.837,0.214,0.147,2.28E-05,0,0.13,-13.876,1,0.0291,3,0.114,https://i.scdn.co/image/ab67616d00001e027db6afc41fbeb23f8b529254
28-Mar-09,8,Halo,Beyonce,4,04-Apr-09,1,4JehYebiI9JE8sR8MisGVb,261640,FALSE,78,79.983,1,25200,2009,i am...sasha fierce,https://p.scdn.co/mp3-preview/3c97985f3736fab6d4abcd2067f346a9b30955fa?cid=8b56eb9fa3db453f9b0089feea311c1b,0.272,0.508,0.72,0,11,0.0563,-5.908,0,0.0628,4,0.472,https://i.scdn.co/image/ab67616d00001e02801c4d205accdba0a468a10b
19-May-16,10,Can't Stop the Feeling!,Justin Timberlake,2,26-May-16,4,6JV2JOEocMgcZxYSZelKcc,237546,FALSE,75,113.035,4,7800,2016,trolls (original motion picture soundtrack),https://p.scdn.co/mp3-preview/001f7dbdff06d2ca3e57e1e42331345fdf2ac73a?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0123,0.666,0.83,0,0,0.191,-5.715,1,0.0751,4,0.702,https://i.scdn.co/image/ab67616d00001e02ef37416970812293c08e8a78
13-Aug-15,9,Can't Feel My Face,The Weeknd,3,20-Aug-15,2,22VdIZQfgXJea34mQxlt81,213520,FALSE,83,107.949,4,8800,2015,beauty behind the madness,,0.113,0.705,0.769,0,9,0.105,-5.526,0,0.0425,4,0.583,https://i.scdn.co/image/ab67616d00001e027fcead687e99583072cc217b
09-Jun-16,10,This Girl,Kungs vs. Cookin' on 3 Burners,2,23-Jun-16,4,1A8j067qyiNwQnZT0bzUpZ,195546,FALSE,79,121.985,2,8300,2016,layers,,0.0927,0.792,0.717,3.59E-05,0,0.226,-4.759,0,0.0393,4,0.466,https://i.scdn.co/image/ab67616d00001e02af72d0856c5527dc97f3ea08
10-Nov-90,6,Don't Worry,Kim Appleby,2,24-Nov-90,1,4jP1ex7l0wwogPtcvmGoIe,210933,FALSE,42,123.209,2,1350,1990,kim appleby,https://p.scdn.co/mp3-preview/8fc392f2aebd37249aefa0063fe70c6ab670d5c3?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0341,0.683,0.842,2.98E-05,10,0.193,-7.962,0,0.027,4,0.861,https://i.scdn.co/image/ab67616d00001e021f12cb48abf26dd1cf9e4066
12-Nov-68,7,This Old Heart of Mine (Is Weak for You),The Isley Brothers,3,26-Nov-68,2,5c33j1xFVOL4G24zxYhssB,172733,FALSE,65,130.287,5,12410,1968,this old heart of mine,,0.346,0.632,0.59,0,5,0.24,-10.206,1,0.0305,4,0.953,https://i.scdn.co/image/ab67616d00001e0263509e860d6373c622b3cc8c
11-Dec-93,7,It's Alright,East 17,3,15-Jan-94,1,0hiUOCWNdPefjaEAjcJ8Cq,280961,FALSE,53,129.941,2,15200,1993,walthamstow,https://p.scdn.co/mp3-preview/6a86960cb60cbb4f169bcffd3863ffcd4cc09a41?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0197,0.612,0.934,0,5,0.12,-4.767,0,0.0417,4,0.391,https://i.scdn.co/image/ab67616d00001e02e01e8f14a0d4071476e13fd5
19-Apr-18,9,Nice for What,Drake,1,19-Apr-18,1,3CA9pLiwRIGtUBiMjbZmRw,210746,TRUE,80,93.372,3,550,2018,scorpion,,0.0891,0.585,0.909,9.70E-05,8,0.119,-6.474,1,0.0707,4,0.758,https://i.scdn.co/image/ab67616d00001e02f907de96b9a4fbc04accc0d5
31-Dec-15,8,History,One Direction,6,21-Jan-16,3,0HMjXBAZmSYOTTi33WpMso,187426,FALSE,77,86.704,1,6100,2015,made in the a.m. (deluxe edition),https://p.scdn.co/mp3-preview/d5b6e7b1d0dd9e9bb3ddf05ce36cf0dd8fb53ef9?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0352,0.655,0.699,0,11,0.064,-4.421,1,0.0493,4,0.802,https://i.scdn.co/image/ab67616d00001e02241e4fe75732c9c4b49b94c3
22-Apr-06,7,SOS,Rihanna,2,29-Apr-06,2,30cSNer6TV8x2utjULVeQ5,238920,FALSE,73,137.046,1,890,2006,a girl like me,,0.004,0.677,0.671,5.07E-05,7,0.413,-4.905,1,0.0361,4,0.527,https://i.scdn.co/image/ab67616d00001e02d744a51e193d52170070062b
17-May-67,8,Silence Is Golden,The Tremeloes,1,24-May-67,3,0tY6WuVkmCth6YHl8xKrew,190933,FALSE,55,112.169,3,11000,1967,love songs,https://p.scdn.co/mp3-preview/ca10c292b6cf0e4acb906733ea0fb3c618f77303?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0557,0.436,0.565,0,4,0.244,-7.268,1,0.0294,4,0.582,https://i.scdn.co/image/ab67616d00001e0243bd3fbd0468ed1356ca3188
07-Feb-98,6,Doctor Jones,Aqua,1,07-Feb-98,2,4cQ4uc9psVcYC2S89nd7JG,203293,FALSE,51,139.978,2,12000,1998,aquarium,,0.138,0.709,0.911,0.000118,0,0.0674,-6.801,0,0.059,4,0.453,https://i.scdn.co/image/ab67616d00001e02b5997b95ed07c8a825e0273b
11-Aug-90,6,Tonight,New Kids on the Block,3,01-Sep-90,1,2QqbBVwpyJn7SL7thga35w,207466,FALSE,54,102.476,1,15000,1990,step by step,https://p.scdn.co/mp3-preview/210a0ad1bd9a51e98cd09d0f2f76bf2fdf26db1d?cid=8b56eb9fa3db453f9b0089feea311c1b,0.103,0.469,0.386,1.20E-05,2,0.291,-12.112,1,0.0272,4,0.383,https://i.scdn.co/image/ab67616d00001e02f4a3db1e7551dab2fb1c06e2
18-Mar-89,6,Straight Up,Paula Abdul,3,08-Apr-89,1,5xl5582IihbEZAnfj0xyso,251466,FALSE,65,95.862,2,20000,1989,forever your girl,,0.267,0.769,0.826,0.0177,7,0.0638,-8.252,1,0.0624,4,0.762,https://i.scdn.co/image/ab67616d00001e02cb3cea7439a97660b3aedb8c
03-Oct-92,6,Sleeping Satellite,Tasmin Archer,1,17-Oct-92,2,3WSyYBhLZRLbQo2tJgFvSR,281853,FALSE,62,96.075,2,7500,1992,great expectations,https://p.scdn.co/mp3-preview/64daad70dd8934644f2470b51b6ba71a640bb7e6?cid=8b56eb9fa3db453f9b0089feea311c1b,0.171,0.6,0.824,0.000225,5,0.258,-9.864,0,0.027,4,0.749,https://i.scdn.co/image/ab67616d00001e02d64e732971e9eaa113dd2a0f
06-Feb-71,6,Resurrection Shuffle,"Ashton, Gardner and Dyke",3,20-Feb-71,2,393WZ3Qnwcib5ehS18OBH3,193760,FALSE,38,98.663,2,20900,1971,the best of ashton gardner & dyke,https://p.scdn.co/mp3-preview/6bb3d53e950b7626a2f0cb40995e641c900eb021?cid=8b56eb9fa3db453f9b0089feea311c1b,0.253,0.601,0.883,0.00101,0,0.0899,-6.666,1,0.0595,4,0.79,https://i.scdn.co/image/ab67616d00001e02aa0280e0fc637fd419229605
27-Jul-91,6,More Than Words,Extreme,2,03-Aug-91,2,1gVgkQFOKa8Wc1HYsJtPdH,334106,FALSE,75,91.893,3,22200,1991,extreme ii - pornograffitti,,0.467,0.626,0.134,0,6,0.113,-14.898,1,0.0298,4,0.239,https://i.scdn.co/image/ab67616d00001e02fb16b9b69eb891027654bcb1
04-May-96,6,Fastlove,George Michael,1,04-May-96,3,6SaeXxdt0Id6ZzmX0ZGTQK,324666,FALSE,65,104.444,1,26500,1996,older,https://p.scdn.co/mp3-preview/6cd1d2fcae7a5f915c6bc501db2aca4792ce57fd?cid=8b56eb9fa3db453f9b0089feea311c1b,0.052,0.735,0.64,0.00102,10,0.345,-7.522,0,0.072,4,0.551,https://i.scdn.co/image/ab67616d00001e02721aa94703c1a94c735aacd0
07-Jun-86,6,I Can't Wait,Nu Shooz,2,28-Jun-86,1,647q0KZHceDZTyLExHU0ue,218826,FALSE,58,103.968,3,19800,1986,i can't wait: collected,https://p.scdn.co/mp3-preview/f783b8237034f103d7641f2c4a6997414e6169dc?cid=8b56eb9fa3db453f9b0089feea311c1b,0.166,0.785,0.844,0.002,7,0.0681,-4.63,0,0.0574,4,0.94,https://i.scdn.co/image/ab67616d00001e0225d529664eb0e5745f7e0c88
17-Jan-09,7,Single Ladies (Put a Ring on It),Beyonce,7,24-Jan-09,3,2ZBNclC5wm4GtiWaeh0DMx,193213,FALSE,67,193.437,2,1700,2009,i am...sasha fierce,https://p.scdn.co/mp3-preview/69c8bae97df9121ee440b23053fe20f64c204408?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0383,0.426,0.584,0,1,0.188,-5.293,1,0.296,4,0.272,https://i.scdn.co/image/ab67616d00001e02e13de7b8662b085b0885ffef
09-Dec-78,6,A Taste of Aggro,The Barron Knights,3,23-Dec-78,2,0UcEwGphC5cGkDG9wzAqAs,232093,FALSE,22,81.975,4,8960,1978,funny in the head - the best of the barron knights,https://p.scdn.co/mp3-preview/579b0cecf96989b9a6678270f2ab38c9c3a1926c?cid=8b56eb9fa3db453f9b0089feea311c1b,0.105,0.533,0.513,0,7,0.836,-9.868,1,0.512,4,0.595,https://i.scdn.co/image/ab67616d00001e02526aae2fe9f01d4dfb42d42f
12-Dec-70,6,It's Only Make Believe,Glen Campbell,4,12-Dec-70,4,2eot2orcEQn5wR11DSVcbO,147480,FALSE,48,112.742,4,1000,1970,glen campbell goodtime album,,0.191,0.448,0.558,0.000735,0,0.276,-5.482,1,0.0299,3,0.537,https://i.scdn.co/image/ab67616d00001e02a18a4ac42582767d4abec8c6
04-Nov-06,7,Irreplaceable,Beyonce,4,11-Nov-06,1,6RX5iL93VZ5fKmyvNXvF1r,227853,FALSE,74,175.868,1,1100,2006,b'day deluxe edition,https://p.scdn.co/mp3-preview/b1cd9ecf3b5108363846f497897b5bcbec44343a?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0293,0.447,0.694,5.46E-06,7,0.167,-4.637,0,0.382,4,0.509,https://i.scdn.co/image/ab67616d00001e02026e88f624dfb96f2e1ef10b
10-Dec-94,8,Love Me for a Reason,Boyzone,2,07-Jan-95,1,2GBoo6ufWtMy1s6lqgbjJ8,218133,FALSE,61,156.12,5,18950,1994,said and done,,0.063,0.431,0.721,0,9,0.12,-10.123,1,0.0528,4,0.668,https://i.scdn.co/image/ab67616d00001e02fd3682bfa7e707e32f8fb500
29-Sep-65,7,Eve of Destruction,Barry McGuire,3,03-Nov-65,1,1Zi2ezNOqt9y9irC11xYpN,215826,FALSE,59,117.305,3,13300,1965,eve of destruction,,0.387,0.613,0.307,4.52E-06,2,0.087,-17.385,1,0.0414,4,0.789,https://i.scdn.co/image/ab67616d00001e02bd14a25b7cd2371e76afee1f
03-Dec-11,8,Levels,Avicii,4,03-Dec-11,3,5UqCQaDshqbIk3pkhy4Pjg,199906,FALSE,79,126.04,1,73800,2011,levels,,0.0462,0.584,0.889,0.828,1,0.309,-5.941,0,0.0343,4,0.464,https://i.scdn.co/image/ab67616d00001e02ffb343926530168be4724dd4
23-Jan-20,11,The Box,Roddy Ricch,2,30-Jan-20,3,0nbXyq5TXYPCO7pr3N8S4I,196652,TRUE,89,116.971,2,3100,2020,please excuse me for being antisocial,https://p.scdn.co/mp3-preview/52c74a85b9b187b8f51bfe1c7b19a25f7624161a?cid=8b56eb9fa3db453f9b0089feea311c1b,0.104,0.896,0.586,0,10,0.79,-6.687,0,0.0559,4,0.642,https://i.scdn.co/image/ab67616d00001e02600adbc750285ea1a8da249f
20-Feb-88,5,Beat Dis,Bomb the Bass,2,27-Feb-88,2,6L8xB44ZvgAJjQEY9Zx6y6,211599,FALSE,1,113.948,2,200,1988,beat dis (in the style of bomb the bass) [karaoke version] - single,https://p.scdn.co/mp3-preview/25162bd2afe6f3952671fe13e2edee595dd536ce?cid=8b56eb9fa3db453f9b0089feea311c1b,0.0406,0.732,0.803,0.75,7,0.069,-9.491,1,0.0515,4,0.471,https://i.scdn.co/image/ab67616d00001e0234da42fe796698fc40370de7
24-Oct-70,6,Patches,Clarence Carter,2,31-Oct-70,3,5vk9PL1tTyWrQY3TqRq2Rg,193826,FALSE,49,80.844,1,1000,1970,patches,https://p.scdn.co/mp3-preview/fc448e26f27a842627be0c9ebb0e1dd1525bc95d?cid=8b56eb9fa3db453f9b0089feea311c1b,0.617,0.639,0.544,0,4,0.479,-12.843,1,0.141,4,0.793,https://i.scdn.co/image/ab67616d00001e02af76314495cce70a05ce4b51
04-Sep-99,7,Mambo No. 5 (A Little Bit of...),Lou Bega,1,04-Sep-99,2,6x4tKaOzfNJpEJHySoiJcs,220293,FALSE,77,174.06,3,3300,1999,a little bit of mambo,https://p.scdn.co/mp3-preview/9d4b70e65834b7f7f78e42d1cfc070c827ab0951?cid=8b56eb9fa3db453f9b0089feea311c1b,0.103,0.622,0.807,0,5,0.306,-6.752,0,0.408,4,0.892,https://i.scdn.co/image/ab67616d00001e02cf505191afa6a1978418fdf8
